cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"1,5,4,6",gummibar,the gummy bear song,chorus,6nFYXpBgrNcZjbtNEuc6yR,0.928,0.892,9,-7.782,0,0.0388,0.0527,1.47e-05,0.0911,0.989,128.075,192227,4
"1,5,4,6",cloud nothings,quieter today,chorus,6Uk5fmLtzLsZqHXqqtxT5S,0.199,0.954,11,-5.176,0,0.074,0.000434,0.484,0.0843,0.282,95.722,184096,4
"1,5,4,6",four year strong,go down in history,chorus,2axAqRd2SSKmbA6fTuoRzM,0.505,0.985,5,-4.401,1,0.119,6.04e-05,1.02e-05,0.351,0.243,119.993,219763,4
"1,5,4,6",adele,hello,intro and verse,4sPmO7WMQUAf45kwMOtONw,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,295493,4
"1,5,4,6",jeremy soule,morrowind theme song,intro,,,,,,,,,,,,,,
"1,5,4,6",sigala,sweet lovin,chorus,1qp0ptMXNg9hqLH8sk7cc2,0.68,0.85,10,-2.785,1,0.0661,0.203,1.88e-06,0.339,0.712,124.941,202213,4
"1,5,4,6",flo rida,good feeling,verse,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4
"1,5,4,6",fall out boy,irresistible,chorus,3znPiywA0q1VK2jgAZFDoI,0.487,0.923,2,-3.054,1,0.114,0.0675,0.0,0.254,0.432,165.044,206507,4
"1,5,4,6",dirty south,alive - blinders remix,chorus,3BkaZ8aBjdvLRDLLVUXRiF,0.643,0.664,6,-6.451,0,0.0385,9.64e-05,0.178,0.0379,0.479,125.987,356205,4
"1,5,4,6",reez,prophecy,bridge,1GJYujCdZ9Wph3N2siamNz,0.532,0.836,1,-2.652,0,0.0433,0.109,0.0,0.223,0.375,128.149,202515,4
"1,5,4,6",nicki minaj,va va voom,chorus,2jATUzETZL49e6SywauZKE,0.647,0.834,8,-3.395,1,0.0317,0.0609,0.00851,0.202,0.704,126.878,183560,4
"1,5,4,6",nicki minaj,va va voom,verse and pre-chorus,2jATUzETZL49e6SywauZKE,0.647,0.834,8,-3.395,1,0.0317,0.0609,0.00851,0.202,0.704,126.878,183560,4
"1,5,4,6",coleman hell,2 heads,chorus,3bi8yEuK44vLcbjHkPH0u1,0.733,0.565,0,-8.515,1,0.0367,0.0621,0.000324,0.104,0.35,120.006,213707,4
"1,5,4,6",coleman hell,2 heads,instrumental,3bi8yEuK44vLcbjHkPH0u1,0.733,0.565,0,-8.515,1,0.0367,0.0621,0.000324,0.104,0.35,120.006,213707,4
"1,5,4,6",dax johnson,the random and the purpose,chorus,3pni96mHx5HZCroQQQevTI,0.32,0.418,9,-14.598,0,0.0456,0.277,0.869,0.137,0.115,143.666,549329,3
"1,5,4,6",dax johnson,the random and the purpose,chorus,3pni96mHx5HZCroQQQevTI,0.32,0.418,9,-14.598,0,0.0456,0.277,0.869,0.137,0.115,143.666,549329,3
"1,5,4,6",the connells,'74-'75,chorus,2MAVcVr2oylw2OZ3hojWYj,0.522,0.59,11,-9.186,1,0.0257,0.196,0.00431,0.0671,0.408,144.239,278973,4
"1,5,4,6",nightwish,wish i had an angel,verse and pre-chorus,65TsSPodEw6Q98WkJHdLsH,0.423,0.949,4,-6.053,0,0.0582,8.57e-06,0.0338,0.457,0.482,159.037,243880,4
"1,5,4,6",beck,blue moon,chorus,4gNErDjikE9QUQvkkqoB1S,0.687,0.651,0,-6.696,1,0.0255,0.178,0.00879,0.149,0.514,119.937,242347,4
"1,5,4,6",the coral,dreaming of you,chorus,40SE4lxCPNibwbdw1zzWV5,0.447,0.729,9,-6.108,0,0.0307,0.431,0.00037,0.109,0.971,199.098,141200,4
"1,5,4,6",ahrix,nova,chorus,4wMRo12qupmGNj0sh341xb,0.859,0.53,4,-14.865,0,0.0777,0.014,0.818,0.0995,0.349,127.977,281326,4
"1,5,4,6",saiyapimp,asagao academy theme feat kori,verse,5KLJO0R60le7hSWx8IClCM,0.382,0.892,8,-5.808,1,0.0836,0.00789,1.5e-05,0.102,0.371,179.942,248000,4
"1,5,4,6",blink-182,no future,verse and pre-chorus,5Uwm4pdpaaW3yari6ymMTT,0.485,0.948,0,-2.68,1,0.131,0.00689,0.0,0.218,0.481,162.966,225813,4
"1,5,1,5",bare naked ladies,big bang theory theme song,intro,,,,,,,,,,,,,,
"1,5,1,5",celine dion,my heart will go on,verse,3oEHQmhvFLiE7ZYES0ulzv,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000,1
"1,5,1,5",creedence clearwater revival,up around the bend,verse,36gPq8WG7tDxrblyGVUCiT,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,161467,4
"1,5,1,5",michael jackson,black or white,chorus,2Cy7QY8HPLk925AyNAt6OG,0.741,0.894,4,-3.826,1,0.0495,0.0824,0.0527,0.089,0.96,114.869,202853,4
"1,5,1,5",michael jackson,black or white,verse,2Cy7QY8HPLk925AyNAt6OG,0.741,0.894,4,-3.826,1,0.0495,0.0824,0.0527,0.089,0.96,114.869,202853,4
"1,5,1,5",skid row,wasted time,pre-chorus and chorus,4BAhIRDG9GNeMvcigDKF7L,0.36,0.881,0,-6.815,0,0.048,0.0113,0.0,0.0742,0.295,84.861,348800,4
"1,5,1,5",the beatles,a day in the life,bridge,0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,337413,4
"1,5,1,5",the beatles,in my life,intro and verse,3KfbEIOC7YIv90FIfNSZpo,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,146333,4
"1,5,1,5",willie nelson,blue eyes cryin,chorus,50HRXvXq8JCgrepnHOe07N,0.627,0.0758,4,-15.789,1,0.0388,0.922,0.00881,0.113,0.404,117.753,138893,4
"1,5,1,5",afroman,because i got high,verse,0rRboI6IRuGx56Dq3UdYY4,0.8,0.339,7,-8.531,1,0.483,0.166,0.0,0.0791,0.844,165.982,197760,4
"1,5,1,5",creedence clearwater revival,down on the corner,verse,2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4
"1,5,1,5",green day,oh love,pre-chorus and chorus,1qIgyDoc2rwtq8w49jeWL8,0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,303293,4
"1,5,1,5",jona lewie,stop the cavalry,bridge,2bPQuniBB9x0fRtxDly0kr,0.698,0.384,9,-9.471,1,0.0398,0.35,0.00239,0.0772,0.745,97.215,176360,4
"1,5,1,5",jona lewie,stop the cavalry,verse,2bPQuniBB9x0fRtxDly0kr,0.698,0.384,9,-9.471,1,0.0398,0.35,0.00239,0.0772,0.745,97.215,176360,4
"1,5,1,5",queen,bohemian rhapsody,bridge,7tFiyTwD0nx5a1eklYtX2J,0.397,0.396,3,-9.91,1,0.05,0.254,0.0,0.268,0.227,142.913,354320,4
"1,5,1,5",gary portnoy,where everybody knows your name - cheers theme,verse,2uE8l7sar0JT0tZYhrPz8S,0.425,0.462,10,-9.91,1,0.0275,0.442,0.0,0.631,0.36,91.697,151267,4
"1,5,1,5",taylor swift,red,chorus,4yBEU0askBZzE2XEVdEwmx,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-05,0.0911,0.641,124.978,223093,4
"1,5,1,5",rihanna,who's that chick,pre-chorus,,,,,,,,,,,,,,
"1,5,1,5",the wreckers,leave the pieces,chorus,6kYMu0guz9F1BMoTh7w9iD,0.513,0.72,6,-4.488,1,0.0273,0.0499,0.0,0.0535,0.5,164.099,211533,4
"1,5,1,5",they might be giants,hopeless bleak despair,chorus,,,,,,,,,,,,,,
"1,5,1,5",green day,2000 light years away,verse,6pM25DLzJb5oWj74d3ElXI,0.206,0.99,10,-3.565,1,0.13,0.00176,8.07e-05,0.335,0.666,187.433,144627,4
"1,5,1,5",pink floyd,comfortably numb,pre-chorus,5HNCy40Ni5BZJFw1TKzRsC,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297,4
"1,5,1,5",the beatles,yellow submarine,chorus,50xwQXPtfNZFKFeZ0XePWc,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,158880,4
"1,5,1,5",the beatles,get back,verse,4MLBqAEzNN89o2M9h92Z26,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,189387,4
"1,5,1,5",magnetic fields,acoustic guitar,verse,4l4IytuWNPZaN5EU80TTCO,0.469,0.19,2,-11.184,1,0.0287,0.885,8.76e-05,0.0771,0.509,82.085,157693,4
"1,5,1,5",britney spears,oops i did it again,chorus,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4
"1,5,1,5",bob dylan,don't think twice it's alright,intro and verse,,,,,,,,,,,,,,
"1,5,1,5",u2,desire,intro and verse,4D01oA1mGouaAT7fubvKRT,0.49,0.827,8,-9.481,1,0.0482,0.000212,0.00406,0.112,0.626,108.577,179360,4
"1,5,1,5",the head and the heart,shake,chorus,5m1L3o7fOfLFyw6VwumROL,0.48,0.79,4,-7.775,1,0.0353,0.472,0.713,0.155,0.446,111.025,241707,4
"1,5,1,5",james gang,funk 49,intro and verse,79LD1ZurhnJM7UiPyJ4ECl,0.653,0.928,2,-7.867,1,0.0776,0.0387,0.696,0.096,0.74,91.203,246271,4
"1,5,1,5",little mermaid,under the sea,intro,4MimthDKiYVMCqDBJEiw1U,0.68,0.419,2,-13.68,1,0.0638,0.713,0.0,0.216,0.879,99.302,246093,4
"1,5,1,5",emilia,big big world,chorus,4sC9zbtP3tAXjO5GYTJvu4,0.567,0.454,0,-10.237,1,0.0318,0.474,5.93e-06,0.185,0.304,87.94,205467,4
"1,5,1,5",sam cooke,another saturday night,verse and pre-chorus,5z8DiKSG4EwxmO6gUi12rZ,0.771,0.657,9,-7.74,1,0.0528,0.435,0.0,0.0894,0.967,123.089,160000,4
"1,5,1,5",sinead o'connor,silent night,verse,0fvCOqhK1pWS4erOIKuyAf,0.222,0.228,4,-17.314,1,0.035,0.948,0.36,0.111,0.0788,88.809,225120,4
"1,5,1,5",erwin beekveld,they're taking the hobbits to isengard,intro,,,,,,,,,,,,,,
"1,5,1,5",bryan adams,summer of 69,intro and verse,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,4
"1,5,1,5",bryan adams,summer of 69,bridge,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,4
"1,5,1,5",russian tradtional,oh at this evening,verse,,,,,,,,,,,,,,
"1,5,1,5",casting crowns,o come all ye faithful - christmas,verse,3oubGBUtCpTJa38nBHSFh7,0.479,0.531,7,-8.415,1,0.0246,0.517,0.0,0.119,0.281,101.95,226213,4
"1,5,1,5",oyuugi wagamama dan x paradeis,liverty,verse,,,,,,,,,,,,,,
"1,5,1,5",hank green,it all makes sense at the end,chorus,7suY52NkGV1q94pppP7RBc,0.551,0.306,4,-14.779,1,0.0334,0.899,0.0,0.116,0.57,130.504,214040,4
"1,5,1,5",alligatoah,wer weiss,chorus,7eYIvyMrHIK814AJ3s7Jrk,0.505,0.71,1,-5.049,0,0.157,0.303,0.0,0.197,0.706,189.851,203123,4
"1,5,1,5",jake bugg,lightning bolt,chorus,79DO6dBi8936P6EShLB209,0.551,0.839,9,-4.555,1,0.0787,0.0818,0.0,0.151,0.681,116.051,144013,4
"1,5,1,5",pokemon,route 1 - 1st generation,instrumental,,,,,,,,,,,,,,
"1,5,1,5",les friction,come back to me,pre-chorus,5iyhldg956A7FhdYxT7Szw,0.268,0.178,8,-10.513,1,0.0338,0.862,0.000265,0.0902,0.0813,99.241,232760,4
"1,5,1,5",the stone roses,i wanna be adored,chorus,758wEKVqfYopJIHYWdLVd4,0.492,0.862,4,-9.158,0,0.0273,0.0121,0.213,0.228,0.591,112.598,292800,4
"1,5,1,5",andrew lloyd webber,music of the night,chorus,5byUll2f3Zgnli3wJPoKRL,0.239,0.078,1,-19.18,1,0.0402,0.864,4.17e-05,0.115,0.115,135.66,342027,4
"1,5,1,5",tegan and sara,everything is awesome,chorus,7ec2JcPaqHI0XqkmS1MIHD,0.698,0.96,8,-3.595,1,0.142,0.011,1.41e-06,0.435,0.738,147.999,163423,4
"1,5,1,5",walter murphy,the freaking fcc,intro and verse,,,,,,,,,,,,,,
"1,5,1,5",john williams,olympic fanfare and theme,chorus,0oh5M2e1hf7630hnUoTKcm,0.378,0.153,0,-22.35,1,0.0404,0.842,0.913,0.0704,0.103,85.599,271933,4
"1,5,1,5",ludwig van beethoven,piano sonata no 8 ''pathetique'' - 3rd movement,solo 1,0pKDMDWs0nAZ9vtSQSMhcB,0.331,0.093,5,-22.637,0,0.0414,0.99,0.877,0.109,0.231,96.779,306720,4
"1,5,1,5",nir-gerda,rasen'nawatashi--my spiral ,chorus,,,,,,,,,,,,,,
"1,5,1,5",rasen'nawatashi--my spiral,nir-gerda,chorus,,,,,,,,,,,,,,
"1,5,1,5",denver the last dinosaur,denver the last dinosaur theme song,chorus,,,,,,,,,,,,,,
"1,5,1,5",nintendo,tetris gb - b-type music,verse,,,,,,,,,,,,,,
"1,5,1,5",twisted sister,we're not gonna take it,verse,,,,,,,,,,,,,,
"1,5,1,5",mike oldfield,moonlight shadow feat maggie reilly,verse and pre-chorus,,,,,,,,,,,,,,
"1,5,1,5",queen,you're my best friend,verse,49L5s7lTES5EVnyGO09H0S,0.596,0.712,0,-8.746,1,0.0386,0.0409,0.904,0.118,0.534,120.079,177893,4
"1,5,1,5",martin solveig,hello ft dragonette,chorus,,,,,,,,,,,,,,
"1,5,1,5",jonathan coulton,shop vac,verse,40yFmXrjfkv51FEQ0ULf1N,0.603,0.835,4,-6.339,1,0.0394,0.036,5.52e-06,0.183,0.629,149.967,211027,4
"1,5,1,5",game freak,pokemon center - pokemon red and blue,verse,,,,,,,,,,,,,,
"1,5,1,5",south park,up there,chorus,,,,,,,,,,,,,,
"1,5,1,5",new kids on the block,tonight,chorus,2QqbBVwpyJn7SL7thga35w,0.469,0.386,2,-12.112,1,0.0272,0.103,1.2e-05,0.291,0.383,102.476,207467,4
"1,5,1,5",the gaslight anthem,45,chorus,25Sd73fleKUVPNqITPZkn1,0.315,0.97,8,-4.709,1,0.102,0.000696,0.0,0.277,0.423,178.068,202493,4
"1,5,1,5",mark mothersbaugh,the sims 2 - bare bones,pre-chorus,,,,,,,,,,,,,,
"1,5,1,5",ween,ocean man,verse,6M14BiCN00nOsba4JaYsHW,0.72,0.912,4,-6.13,1,0.0363,0.551,0.00122,0.0982,0.973,122.782,126947,4
"1,5,1,5",syd barrett,here i go,intro,2lGujFVgZ3OfWYxdTltdye,0.468,0.328,9,-16.923,1,0.0435,0.524,0.0,0.344,0.676,128.469,189067,4
"1,5,1,5",culture club,karma chameleon,verse and pre-chorus,2wSAWEYUHkt92X4SBAPqZE,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,252773,4
"1,5,1,5",sum 41,in too deep,chorus,1HNE2PX70ztbEl6MLxrpNL,0.577,0.838,9,-5.793,1,0.0586,0.000178,1.07e-06,0.0588,0.802,116.048,207093,4
"1,5,1,5",they might be giants,stomp box,verse,5vsGcXITS61ry9p6OGXaqK,0.504,0.965,9,-6.754,0,0.0346,0.000128,0.909,0.171,0.977,140.182,115240,4
"1,5,1,5",michael buble,it's a beautiful day,chorus,,,,,,,,,,,,,,
"1,5,1,5",mgmt,weekend wars,verse,19K3lUMJmOdeuOBTrbLm19,0.549,0.859,5,-3.993,1,0.0361,0.0964,2.36e-05,0.322,0.69,77.013,250773,4
"1,5,1,5",the pogues and kirsty maccoll,fairytale of new york,verse,5DgZL94tF4LP18F5jHu25W,0.284,0.443,2,-11.55,1,0.0315,0.195,0.043,0.0917,0.173,78.363,252853,4
"1,5,1,5",the beatles,i should have known better,intro,3pU1CUgPiFfxPCpscwIwQR,0.682,0.444,7,-7.689,1,0.0289,0.257,0.0,0.115,0.91,130.704,163080,4
"1,5,1,5",the beatles,i should have known better,verse and pre-chorus,3pU1CUgPiFfxPCpscwIwQR,0.682,0.444,7,-7.689,1,0.0289,0.257,0.0,0.115,0.91,130.704,163080,4
"1,5,1,5",lynn redgrave,while i'm still young,chorus,,,,,,,,,,,,,,
"1,5,1,5",motoi sakuraba,the silvery snowland,verse,,,,,,,,,,,,,,
"1,5,1,5",the living end,who's gonna save us,chorus,,,,,,,,,,,,,,
"1,5,1,5",grateful dead,sugaree,verse and pre-chorus,3fAFAcIEGuHBYjqIxm3BCe,0.626,0.321,4,-13.266,1,0.0427,0.654,0.0176,0.387,0.553,113.029,457320,4
"1,5,1,5",jimmy buffett,coast of carolina,chorus,1zNVCi2ApkgWG8M8oDTXsZ,0.541,0.622,4,-6.533,1,0.0268,0.35,2.33e-05,0.347,0.545,79.508,221680,4
"1,5,1,5",parry gripp,space unicorn,chorus,50bWipKseUhTCP5YPiGRbA,0.66,0.924,2,-5.664,1,0.0865,0.00138,0.000162,0.108,0.593,120.025,102000,4
"1,5,1,5",veggie tales,his cheeseburger,chorus,,,,,,,,,,,,,,
"1,5,1,5",schoolhouse rock,interjections,verse,,,,,,,,,,,,,,
"1,5,1,5",kenny rogers,the gambler,verse,5KqldkCunQ2rWxruMEtGh0,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.038,214880,4
"1,5,1,5",bobby fuller four,love's made a fool of you,pre-chorus and chorus,,,,,,,,,,,,,,
"1,5,1,5",pink floyd,comfortably numb,solo 1,5HNCy40Ni5BZJFw1TKzRsC,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297,4
"1,5,1,5",noisy neighbors,sonic satam theme song - fastest thing alive,bridge,,,,,,,,,,,,,,
"1,5,1,5",delta rhythm boys,alouette,verse,0aISZJ2pG3JG3NxIUevhnu,0.525,0.219,2,-16.063,1,0.116,0.864,0.0,0.096,0.567,78.372,194200,4
"1,5,1,5",twenty one pilots,house of gold,bridge,36tghkPg1AO4HsAzo6YpPp,0.68,0.693,0,-7.234,1,0.0435,0.445,0.0,0.208,0.851,114.948,163880,4
"1,5,1,5",toby keith,courtesy of the red white and blue,verse,0M7mWKqwTIaVjYyxfZmtTa,0.414,0.679,2,-5.522,1,0.046,0.503,4.99e-06,0.118,0.354,111.937,195533,4
"1,5,1,5",years and years,shine,chorus,0SjaL4cjD4PXOY4orbZSMZ,0.667,0.716,1,-5.21,0,0.0349,0.189,0.0,0.104,0.493,108.002,255507,4
"1,5,1,5",the mighty mighty bosstones,the horse shoe and the rabbit's foot,chorus,,,,,,,,,,,,,,
"1,5,1,5",schmoyoho,just do it ft shia labeouf,chorus,,,,,,,,,,,,,,
"1,5,1,5",mozart,mozart clarinet concerto k622 andante,intro and verse,,,,,,,,,,,,,,
"1,5,1,5",the mighty mighty bosstones,don't worry desmond dekker,chorus,,,,,,,,,,,,,,
"1,5,1,5",the beatles,ob-la-di ob-la-da,chorus,1gFNm7cXfG1vSMcxPpSxec,0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059,188960,4
"1,5,1,5",richard and robert sherman,a spoonful of sugar,chorus,,,,,,,,,,,,,,
"1,5,1,5",blink 182,give me one good reason,verse,6gScUFLkoyvwyDP5tOwn0a,0.497,0.938,4,-3.39,1,0.102,0.000313,1.51e-06,0.39,0.699,157.249,198693,4
"1,5,1,5",rhythm heaven fever,catch of the day,verse,,,,,,,,,,,,,,
"1,5,1,5",the griswolds,beware the dog,chorus,3KIIwkf6lNwJqLcx6GUIzr,0.742,0.909,5,-3.527,1,0.132,0.147,0.0,0.0887,0.709,130.009,201467,4
"1,5,1,5",manfred mann,doo wah diddy diddy,verse,,,,,,,,,,,,,,
"1,5,1,5",dethklok,awaken,intro and verse,1t7VssS676p12e1GKx2Rgr,0.509,0.936,8,-6.69,1,0.0686,2.84e-05,0.464,0.254,0.453,95.001,217400,4
"1,5,1,5",genevieve,colors,chorus,1yAneKbN7sjZOUciVVzVrT,0.466,0.775,2,-4.608,1,0.0522,0.001,3.48e-06,0.473,0.581,163.807,202968,4
"1,5,1,5",genevieve,colors,chorus,1yAneKbN7sjZOUciVVzVrT,0.466,0.775,2,-4.608,1,0.0522,0.001,3.48e-06,0.473,0.581,163.807,202968,4
"1,5,1,5",josh groban,o holy night,chorus,6JY1Bv099vhkeAHuSjNlQJ,0.194,0.343,11,-8.051,1,0.0307,0.834,0.000781,0.0934,0.0745,87.919,288680,4
"1,5,1,5",james lord pierpont,jingle bells,verse,0uNAb1by3LLw999jCyM5di,0.381,0.508,0,-30.877,1,0.0665,0.786,0.144,0.0365,0.636,111.358,97093,4
"1,5,1,5",charlie puth,one call away,chorus,7soJgKhQTO8hLP2JPRkL5O,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4
"1,5,1,5",fastball,the way,chorus,7IsEXPk6qqt30FfQv4SZMa,0.653,0.874,6,-5.66,0,0.0341,0.154,1.36e-05,0.307,0.902,120.84,257093,4
"1,5,1,5",phish,heavy things,verse,12gHzpb83V2Eh6D2sKUPlU,0.571,0.875,0,-6.795,1,0.0332,0.19,0.00029,0.303,0.773,116.141,255800,4
"1,5,1,5",green day,shoplifter,outro,6f6sG3duvgqfwqExi7pmEs,0.379,0.955,9,-3.125,1,0.0483,0.000331,2.17e-06,0.756,0.732,142.678,110267,4
"1,5,1,5",wizet,maplestory - cash shop,intro and verse,,,,,,,,,,,,,,
"1,5,1,5",sarah fuller flower adams,nearer my god to thee,instrumental,,,,,,,,,,,,,,
"1,5,1,5",patrick hernandez,born to be alive,verse,3XIEWK1V9n25PS9Vb6axj5,0.704,0.867,2,-5.808,1,0.0315,0.0846,0.0,0.206,0.809,131.467,188133,4
"1,5,1,5",unko,jingle bell,intro,,,,,,,,,,,,,,
"1,5,1,5",game freak,ss anne - pokemon red and blue,intro and verse,,,,,,,,,,,,,,
"1,5,1,5",sega,angel island act 1,verse and pre-chorus,,,,,,,,,,,,,,
"1,5,1,5",animal collective,peacebone,chorus,7KUBlz0peq7a2RBDjhl0Fd,0.592,0.948,4,-3.982,1,0.0716,0.185,0.000228,0.276,0.569,162.898,313171,3
"1,5,1,5",twinklestars,rapikamu,chorus,,,,,,,,,,,,,,
"1,5,1,5",madonna,liquid love,verse and pre-chorus,,,,,,,,,,,,,,
"1,5,1,5",madonna,liquid love,chorus lead-out,,,,,,,,,,,,,,
"1,5,1,5",third eye blind,never let you go,chorus,1sxUaLi0G2vB7dl4ogtCxH,0.728,0.94,4,-5.034,1,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240,4
"1,5,1,5",blink-182,built this pool,chorus,1oBECT3z0l4yfVnUjzen8M,0.536,0.914,4,-2.683,1,0.131,0.0173,0.000374,0.235,0.0,159.501,16667,4
"1,5,1,4",dire straits,skateaway,verse,7dRrGFypClyo0iNxSyxpnD,0.523,0.707,7,-12.19,1,0.0318,0.119,0.00409,0.0794,0.609,116.196,378960,4
"1,5,1,4",don mclean,american pie,chorus,2QgWuCtBpNIpl5trmKCxRf,0.527,0.509,7,-10.893,1,0.0628,0.6,0.0,0.144,0.497,138.317,515867,4
"1,5,1,4",fun,some nights,chorus,6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,4
"1,5,1,4",james rich and boots randolph,yakety sax,verse,,,,,,,,,,,,,,
"1,5,1,4",johnny cash,i walk the line,verse,7hxZF4jETnE5Q75rKQnMjE,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533,4
"1,5,1,4",leonard cohen,hallelujah,verse,7yzbimr8WVyAtBX3Eg6UL9,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,277160,3
"1,5,1,4",miller 64,living the dream,verse,,,,,,,,,,,,,,
"1,5,1,4",the beatles,lovely rita,verse,6h9W5FxX4E9lUFsyq8j1AD,0.61,0.471,8,-9.151,0,0.0261,0.0634,0.0,0.118,0.63,87.379,162093,4
"1,5,1,4",the pogues,streams of whiskey,intro and verse,5qZppxdSuwLsk7wQIUbCVw,0.601,0.896,2,-8.769,1,0.0326,0.00575,1.31e-06,0.314,0.969,137.809,152960,4
"1,5,1,4",the rolling stones,satisfaction,chorus,2PzU4IB8Dr6mxV3lHuaG34,0.725,0.853,2,-7.842,1,0.0353,0.0348,0.127,0.196,0.904,136.282,222813,4
"1,5,1,4",usher,dj's got us falling in love again,verse,,,,,,,,,,,,,,
"1,5,1,4",creedence clearwater revival,down on the corner,chorus,2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4
"1,5,1,4",creedence clearwater revival,down on the corner,verse,2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4
"1,5,1,4",jeff buckley,hallelujah,verse,74X1epeRufHckhuX1KFD04,0.339,0.143,0,-10.78,1,0.0317,0.921,0.000636,0.372,0.0948,101.213,413320,3
"1,5,1,4",green day,oh love,pre-chorus and chorus,1qIgyDoc2rwtq8w49jeWL8,0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,303293,4
"1,5,1,4",jeff marx and robert lopez,the internet is for porn,verse and pre-chorus,,,,,,,,,,,,,,
"1,5,1,4",brooke fraser,something in the water,chorus,4TYIu7QchEyI2OcTTkJuPC,0.724,0.577,0,-8.766,1,0.0387,0.0886,1.87e-06,0.16,0.677,121.97,183073,4
"1,5,1,4",van morrison,brown eyed girl,chorus,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,4
"1,5,1,4",queen,crazy little thing called love,verse,35ItUJlMtjOQW3SSiTCrrw,0.622,0.781,2,-6.756,1,0.0516,0.679,0.0,0.272,0.718,76.709,163373,4
"1,5,1,4",journey,don't stop believing,pre-chorus,,,,,,,,,,,,,,
"1,5,1,4",wally badarou,the dachstein angels,verse,,,,,,,,,,,,,,
"1,5,1,4",rascal flatts,bless the broken road,chorus,4YjjNHtEsTX6Af4mCTupT5,0.599,0.433,0,-6.336,1,0.0265,0.693,8.99e-05,0.178,0.384,135.948,226680,4
"1,5,1,4",owl city,alligator sky,chorus,4c3mIWKKMbGJlZukdMTBvB,0.541,0.933,11,-4.36,0,0.0887,0.012,0.0,0.0727,0.413,91.97,185307,4
"1,5,1,4",they might be giants,hopeless bleak despair,chorus,,,,,,,,,,,,,,
"1,5,1,4",hank green,i know,verse,3ciVrUJ8daMrGBxn7gigzX,0.614,0.532,3,-13.606,1,0.0409,0.639,0.00746,0.46,0.937,174.81,87493,4
"1,5,1,4",kids songs,old macdonald had a farm,outro,2tGgIA04KdLTRRGY5Ndw5w,0.783,0.485,5,-7.556,1,0.0355,0.701,0.0,0.238,0.546,109.999,125333,4
"1,5,1,4",hanson,mmmbop,chorus,0lnxrQAd9ZxbhBBe7d8FO8,0.693,0.937,9,-6.298,1,0.0503,0.00565,0.00411,0.0778,0.662,104.844,268653,4
"1,5,1,4",b-witched,c'est la vie,pre-chorus and chorus,,,,,,,,,,,,,,
