cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"5,6,4,1",mumford and sons,the cave,chorus,3pLTOP0G0etiWUknFoRpsr,0.576,0.486,4,-9.364,1,0.0406,0.0606,0.000143,0.093,0.337,141.951,217987,4
"5,6,4,1",nofx,please play this song on the radio,chorus,4zvfgpO3ZUsBXKg2Ikw6D9,0.573,0.936,7,-7.396,1,0.09,0.00886,0.0,0.38,0.482,113.433,136667,4
"5,6,4,1",of monsters and men,little talks,chorus,2ihCaVdNZmnHZWt0fvAM7B,0.446,0.757,1,-5.177,1,0.0322,0.0206,0.0,0.146,0.421,102.88,266600,4
"5,6,4,1",of monsters and men,little talks,intro,2ihCaVdNZmnHZWt0fvAM7B,0.446,0.757,1,-5.177,1,0.0322,0.0206,0.0,0.146,0.421,102.88,266600,4
"5,6,4,1",old crow medicine show,wagon wheel,verse,359krpyCKcFF8SFvqWES9L,0.621,0.403,9,-8.211,1,0.0359,0.58,0.0,0.114,0.634,145.525,232133,4
"5,6,4,1",one direction,live while we're young,pre-chorus,6aGjEZ7kq3YXgD0EDt80O5,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,200187,4
"5,6,4,1",one republic,say,verse and pre-chorus,,,,,,,,,,,,,,
"5,6,4,1",owl city,fireflies,chorus,3DamFFqW32WihKkTVlwTYQ,0.591,0.649,3,-6.72,1,0.0417,0.0294,0.0,0.133,0.489,90.002,228347,4
"5,6,4,1",pink,u and ur hand,chorus,,,,,,,,,,,,,,
"5,6,4,1",rihanna,love the way you lie part 2,pre-chorus,4aPRuTsiG7B4owTTF8Dm3U,0.476,0.837,10,-4.43,1,0.141,0.326,0.0,0.0506,0.433,166.083,296227,4
"5,6,4,1",rihanna,love the way you lie part 2,verse,4aPRuTsiG7B4owTTF8Dm3U,0.476,0.837,10,-4.43,1,0.141,0.326,0.0,0.0506,0.433,166.083,296227,4
"5,6,4,1",shakira,waka waka,pre-chorus and chorus,2Cd9iWfcOpGDHLz6tVA3G4,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,4
"5,6,4,1",skid row,wasted time,pre-chorus and chorus,4BAhIRDG9GNeMvcigDKF7L,0.36,0.881,0,-6.815,0,0.048,0.0113,0.0,0.0742,0.295,84.861,348800,4
"5,6,4,1",snow patrol,run,chorus,6kesIBNAY17BoAz28pnWMC,0.403,0.654,9,-6.002,0,0.0295,0.000431,4.08e-05,0.166,0.197,74.617,354547,4
"5,6,4,1",taylor swift,i knew you were trouble,verse,6FB3v4YcR57y4tXFcdxI1E,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,4
"5,6,4,1",the fray,you found me,chorus,4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853,4
"5,6,4,1",the lonely island,jack sparrow,bridge,3qOMYMHbtqNFhfRjXUBzow,0.722,0.736,8,-5.228,1,0.245,0.0216,4.98e-06,0.0585,0.436,96.943,187747,4
"5,6,4,1",the lonely island,jack sparrow,chorus,3qOMYMHbtqNFhfRjXUBzow,0.722,0.736,8,-5.228,1,0.245,0.0216,4.98e-06,0.0585,0.436,96.943,187747,4
"5,6,4,1",tim mcgraw,it's your love,verse,,,,,,,,,,,,,,
"5,6,4,1",tim mcgraw,where the green grass grows,verse,0nDjzA4kns1QOWPXuOn6Xw,0.479,0.698,7,-7.914,1,0.0277,0.198,0.0,0.126,0.673,159.699,201600,4
"5,6,4,1",train,hey soul sister,verse,4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
"5,6,4,1",avicii - ezon remix ,all you need is love,chorus,,,,,,,,,,,,,,
"5,6,4,1",avril lavigne,complicated,chorus,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
"5,6,4,1",green day,21 guns,intro,64yrDBpcdwEdNY9loyEGbX,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,321093,4
"5,6,4,1",green day,21 guns,verse,64yrDBpcdwEdNY9loyEGbX,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,321093,4
"5,6,4,1",green day,boulevard of broken dreams,chorus,5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4
"5,6,4,1",green day,holiday,chorus,0MsrWnxQZxPAcov7c74sSo,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,493400,4
"5,6,4,1",green day,holiday,verse,0MsrWnxQZxPAcov7c74sSo,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,493400,4
"5,6,4,1",linkin park,numb,chorus,2nLtzopw4rPReszdYBJU6h,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4
"5,6,4,1",michel telo,ai se eu te pego,chorus,46aIq2GKW7Vr6i4g2Vvycd,0.65,0.947,11,-5.326,1,0.0717,0.222,0.0,0.979,0.694,96.035,170493,4
"5,6,4,1",mike candys,2012 'if the world would end',intro,4a2Esph5YpP8TRQ1JLGK72,0.738,0.846,9,-5.416,1,0.103,0.115,0.0,0.0946,0.398,127.975,166963,4
"5,6,4,1",mike candys,2012 'if the world would end',pre-chorus and chorus,4a2Esph5YpP8TRQ1JLGK72,0.738,0.846,9,-5.416,1,0.103,0.115,0.0,0.0946,0.398,127.975,166963,4
"5,6,4,1",red hot chili peppers,snow -hey oh-,chorus,,,,,,,,,,,,,,
"5,6,4,1",sum 41,confusion and frustration in modern times,chorus,4ZYxBJBmOG2n3dsV2iWrNF,0.427,0.978,11,-3.544,1,0.104,0.000938,3.48e-05,0.309,0.348,117.159,226147,4
"5,6,4,1",sum 41,confusion and frustration in modern times,intro,4ZYxBJBmOG2n3dsV2iWrNF,0.427,0.978,11,-3.544,1,0.104,0.000938,3.48e-05,0.309,0.348,117.159,226147,4
"5,6,4,1",sum 41,confusion and frustration in modern times,intro and verse,4ZYxBJBmOG2n3dsV2iWrNF,0.427,0.978,11,-3.544,1,0.104,0.000938,3.48e-05,0.309,0.348,117.159,226147,4
"5,6,4,1",sum 41,confusion and frustration in modern times,verse and pre-chorus,4ZYxBJBmOG2n3dsV2iWrNF,0.427,0.978,11,-3.544,1,0.104,0.000938,3.48e-05,0.309,0.348,117.159,226147,4
"5,6,4,1",sum 41,walking disaster,chorus,7xuhVUJmBpHR276Yc7AsgW,0.285,0.943,11,-3.06,1,0.0957,0.0057,0.0,0.151,0.429,111.231,286373,4
"5,6,4,1",jeff marx and robert lopez,the internet is for porn,verse and pre-chorus,,,,,,,,,,,,,,
"5,6,4,1",lady gaga,paparazzi,chorus,16Me2jlMlTX4xsps2j71mC,0.755,0.688,8,-3.97,1,0.0535,0.0947,0.0,0.0852,0.429,114.928,208307,4
"5,6,4,1",linkin park,castle of glass,chorus,1r1fPuhj9H4VdXr7OK6FL5,0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,205400,4
"5,6,4,1",yiruma,river flows in you,intro and verse,47ZWr1Nb0PUgmKgyg5JkgO,0.31,0.218,9,-21.398,1,0.0507,0.988,0.952,0.085,0.0969,145.074,185527,4
"5,6,4,1",roxette,listen to your heart,chorus,78TnMTAFmWUWWCgNXR7D3K,0.539,0.583,1,-4.935,0,0.0275,0.108,0.0,0.111,0.337,86.063,328093,4
"5,6,4,1",lady gaga,poker face,chorus,0WfKDYeUAoLA3vdvLKKWMW,0.846,0.815,4,-4.512,1,0.0761,0.139,2.19e-06,0.131,0.831,118.999,237200,4
"5,6,4,1",lady gaga,alejandro,chorus,15pu8u4n3q4BKl4tF20c5v,0.632,0.789,11,-6.61,0,0.0557,0.00043,0.00144,0.356,0.35,98.986,274213,4
"5,6,4,1",toto,africa,chorus,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,7.95e-05,0.0481,0.732,92.717,295893,4
"5,6,4,1",the avett brothers,life,verse,7yqO8vYeyf8ahnLj9vOZ4G,0.412,0.244,11,-12.071,1,0.0292,0.535,0.000942,0.112,0.186,134.643,224133,4
"5,6,4,1",tidal wave,sub focus,instrumental,,,,,,,,,,,,,,
"5,6,4,1",taylor swift,stay stay stay,bridge,0dAb8TY433dl3ZfXYCLE19,0.602,0.735,5,-5.778,1,0.0337,0.00196,4.77e-05,0.105,0.472,96.969,193293,4
"5,6,4,1",edward maya,stereo love,instrumental,11Iv8RCFmeImLOpaHYxKb4,0.775,0.726,9,-5.629,1,0.0369,0.0399,0.0235,0.11,0.206,126.999,185120,4
"5,6,4,1",deep blue something,breakfast at tiffany's,chorus,1uzWOoJdADfstQuFtQFTUn,0.628,0.829,2,-5.484,1,0.0293,0.12,0.0,0.097,0.503,110.377,257373,4
"5,6,4,1",rome,seasons,chorus,28Hl8K8Eai4jIDHiAEfrn7,0.58,0.854,10,-6.801,1,0.0672,0.143,0.0,0.12,0.789,170.006,210317,4
"5,6,4,1",rio,living in stereo,chorus,,,,,,,,,,,,,,
"5,6,4,1",rio,living in stereo,pre-chorus,,,,,,,,,,,,,,
"5,6,4,1",britney spears,born to make you happy,intro,4l1MNtoCiTxBwf6yxD7kFd,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,243533,4
"5,6,4,1",britney spears,born to make you happy,chorus,4l1MNtoCiTxBwf6yxD7kFd,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,243533,4
"5,6,4,1",axis of awesome,four chord songs,chorus,,,,,,,,,,,,,,
"5,6,4,1",passion pit,take a walk,chorus,4Sfa7hdVkqlM8UW5LsSY3F,0.566,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,4
"5,6,4,1",passenger,let her go,chorus,6GmUVqe73u5YRfUUynZK6I,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.244,74.897,252733,4
"5,6,4,1",charles jenkins,awesome,verse,0oA7qqMEL8R044XA699F00,0.603,0.771,1,-6.109,0,0.0556,0.484,0.0,0.373,0.255,127.989,349147,4
"5,6,4,1",charles jenkins,awesome,verse and pre-chorus,0oA7qqMEL8R044XA699F00,0.603,0.771,1,-6.109,0,0.0556,0.484,0.0,0.373,0.255,127.989,349147,4
"5,6,4,1",jo blankenburg,illumielle,intro,1jD7cH2qoB2Fi2lVeqntgp,0.409,0.485,5,-11.906,1,0.0336,0.809,0.783,0.137,0.273,139.987,161153,3
"5,6,4,1",lindsey stirling,transcendence,intro,1vwEwDzfHlcdZssRaVkhEj,0.545,0.847,0,-6.488,1,0.0318,0.00181,0.764,0.231,0.208,126.936,225200,4
"5,6,4,1",blink 182,what's my age again,verse,,,,,,,,,,,,,,
"5,6,4,1",blink 182,what's my age again,chorus,,,,,,,,,,,,,,
"5,6,4,1",red hot chili peppers,otherside,chorus,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,4
"5,6,4,1",the eagles,take it easy,chorus,2T19AUNXigUgN5dNDcc79F,0.528,0.723,0,-10.834,1,0.0264,0.0915,0.932,0.167,0.787,140.001,210253,4
"5,6,4,1",armin van buuren,this is what it feels like,verse,5GjnIpUlLGEIYk052ISOw9,0.552,0.831,8,-5.217,1,0.0298,0.0391,2.93e-06,0.0632,0.144,129.889,204360,5
"5,6,4,1",armin van buuren,this is what it feels like,pre-chorus,5GjnIpUlLGEIYk052ISOw9,0.552,0.831,8,-5.217,1,0.0298,0.0391,2.93e-06,0.0632,0.144,129.889,204360,5
"5,6,4,1",armin van buuren,this is what it feels like,chorus,5GjnIpUlLGEIYk052ISOw9,0.552,0.831,8,-5.217,1,0.0298,0.0391,2.93e-06,0.0632,0.144,129.889,204360,5
"5,6,4,1",demi lovato,heart attack,verse,1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,4
"5,6,4,1",fall out boy,my songs know what you did in the dark,pre-chorus and chorus,2E43WFS4rRc09za2r2GmZl,0.557,0.922,9,-4.335,0,0.065,0.0342,6.69e-06,0.529,0.524,151.989,186827,4
"5,6,4,1",plastic tree,mizuiro girlfriend,verse and pre-chorus,,,,,,,,,,,,,,
"5,6,4,1",charles jenkins,awesome,intro,0oA7qqMEL8R044XA699F00,0.603,0.771,1,-6.109,0,0.0556,0.484,0.0,0.373,0.255,127.989,349147,4
"5,6,4,1",florida georgia line,get your shine on,chorus,6s9ICeczYOfbHHIaSMq9jd,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4
"5,6,4,1",o zone,dragostea din tei,intro,4rPLXgafE7QzpWGUPR2Nfy,0.669,0.887,11,-6.498,0,0.0295,0.0412,0.0,0.094,0.805,130.04,213213,4
"5,6,4,1",o zone,dragostea din tei,verse and pre-chorus,4rPLXgafE7QzpWGUPR2Nfy,0.669,0.887,11,-6.498,0,0.0295,0.0412,0.0,0.094,0.805,130.04,213213,4
"5,6,4,1",o zone,dragostea din tei,chorus lead-out,4rPLXgafE7QzpWGUPR2Nfy,0.669,0.887,11,-6.498,0,0.0295,0.0412,0.0,0.094,0.805,130.04,213213,4
"5,6,4,1",basshunter,all i ever wanted,verse,0lhlNZ2Oe3LQHVuuR2W7k3,0.645,0.986,4,-7.058,1,0.0513,0.168,0.0147,0.19,0.514,144.972,176453,4
"5,6,4,1",italobrothers,stamp on the ground,pre-chorus,4VTRlB4KVaNfm7ZbMOKLNT,0.622,0.821,11,-7.626,0,0.0602,0.221,0.00534,0.111,0.281,149.998,196998,4
"5,6,4,1",italobrothers,stamp on the ground,instrumental,4VTRlB4KVaNfm7ZbMOKLNT,0.622,0.821,11,-7.626,0,0.0602,0.221,0.00534,0.111,0.281,149.998,196998,4
"5,6,4,1",imogen heap,hide and seek,verse,7mMlbJlXXo2mRtQ4R9sIzD,0.451,0.166,9,-11.125,1,0.0696,0.909,0.0,0.19,0.0901,121.123,268980,4
"5,6,4,1",imogen heap,hide and seek,pre-chorus,7mMlbJlXXo2mRtQ4R9sIzD,0.451,0.166,9,-11.125,1,0.0696,0.909,0.0,0.19,0.0901,121.123,268980,4
"5,6,4,1",iyaz,replay,chorus,5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,4
"5,6,4,1",kelly clarkson,behind these hazel eyes,verse and pre-chorus,0AKAxdNkwq9ZxRdW1DN9zW,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973,4
"5,6,4,1",kelly clarkson,behind these hazel eyes,chorus,0AKAxdNkwq9ZxRdW1DN9zW,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973,4
"5,6,4,1",kelly clarkson,behind these hazel eyes,bridge,0AKAxdNkwq9ZxRdW1DN9zW,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973,4
"5,6,4,1",mike candys,everybody,intro and verse,0BOKPwDkzLW9cmdgPhaXiF,0.76,0.837,5,-2.782,0,0.118,0.11,1.59e-05,0.0615,0.701,127.967,179789,4
"5,6,4,1",mike candys,everybody,pre-chorus and chorus,0BOKPwDkzLW9cmdgPhaXiF,0.76,0.837,5,-2.782,0,0.118,0.11,1.59e-05,0.0615,0.701,127.967,179789,4
"5,6,4,1",nelly,just a dream,instrumental,3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,237800,4
"5,6,4,1",simon and garfunkel,sound of silence,verse,2LkaNhCrNVmcYgXJeLVmsw,0.435,0.456,6,-10.305,1,0.0279,0.136,1.62e-06,0.124,0.529,107.529,185440,4
"5,6,4,1",the veronicas,everything i'm not,chorus,1Ofm6uBEI1kBfztltCyQpd,0.644,0.751,10,-4.224,1,0.0375,0.0027,0.000134,0.119,0.621,133.925,201973,4
"5,6,4,1",the veronicas,4ever,chorus,4ECvB9frSDegHfKNRh9dwT,0.581,0.857,5,-2.21,0,0.0627,0.00168,0.000166,0.0967,0.565,145.941,208973,4
"5,6,4,1",chris brown,yeah 3x,chorus,0AUIjHlr9KfbVoemhhxHS6,0.702,0.883,11,-3.239,0,0.0437,0.000407,1.27e-06,0.0885,0.709,129.999,241093,4
"5,6,4,1",asher roth,i love college,chorus,1akgiRM3mN2nxu2AX6ACCW,0.708,0.815,8,-4.044,1,0.25,0.107,0.0,0.326,0.657,86.493,241933,4
"5,6,4,1",john mayer,waiting on the world to change,chorus,5imShWWzwqfAJ9gXFpGAQh,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,201173,4
"5,6,4,1",shania twain,that don't impress me much,verse and pre-chorus,0KvLsZYwodakWxOQUYAR5I,0.745,0.869,10,-4.828,0,0.0574,0.153,0.0,0.139,0.963,125.005,238707,5
"5,6,4,1",shania twain,that don't impress me much,chorus,0KvLsZYwodakWxOQUYAR5I,0.745,0.869,10,-4.828,0,0.0574,0.153,0.0,0.139,0.963,125.005,238707,5
"5,6,4,1",noam kaniel,a world without danger,intro,,,,,,,,,,,,,,
"5,6,4,1",renard,intensive care unit,bridge,,,,,,,,,,,,,,
"5,6,4,1",inxs,beautiful girl,chorus,6N81xlWzMaEYhjHry55OSI,0.675,0.666,11,-6.067,1,0.027,0.0187,0.692,0.112,0.434,120.558,207547,4
"5,6,4,1",miley cyrus,wrecking ball,chorus,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4
"5,6,4,1",bush,glycerine,intro and verse,7wpYSigAhQeZp3cdsMQ3Af,0.437,0.337,5,-11.439,1,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,266493,4
"5,6,4,1",taeyang,wedding dress,intro,3M0qHiwpoXUMffAS1CBB6M,0.728,0.669,0,-4.73,1,0.0346,0.122,0.0,0.129,0.707,133.961,242747,4
"5,6,4,1",patent pending,hey mario,chorus,5xi1cQu069UYBvcM26QEV0,0.691,0.674,9,-5.98,1,0.0621,0.0529,0.0,0.057,0.911,99.979,181584,4
"5,6,4,1",chris tomlin,our god,chorus,40lKptao1hxVqA7fd1OOGp,0.509,0.778,11,-3.608,1,0.0295,0.00998,0.0,0.19,0.216,105.066,285160,4
"5,6,4,1",bob dylan,don't think twice it's alright,intro and verse,,,,,,,,,,,,,,
"5,6,4,1",agoaniki-p,double lariat - featuring megurine luka,intro and verse,,,,,,,,,,,,,,
"5,6,4,1",joan osborne,one of us,intro,1xNmF1Uep5OGutizZSbKvd,0.474,0.502,9,-7.988,1,0.0254,0.0136,1.31e-05,0.119,0.369,87.612,321400,4
"5,6,4,1",bruce rowland,jessica's theme,intro and verse,,,,,,,,,,,,,,
"5,6,4,1",steve winwood,higher love,chorus,7eLDSFTG6bJGZsYAF3LTv4,0.712,0.905,5,-5.774,1,0.042,0.0691,0.0201,0.499,0.942,98.601,256040,4
"5,6,4,1",danny mccarthy,silver scrapes,intro,3CtZB2dVuHWHXIGShH9jUK,0.603,0.687,7,-5.578,1,0.0374,0.00193,0.477,0.0676,0.234,140.042,116049,4
"5,6,4,1",danny mccarthy,silver scrapes,verse,3CtZB2dVuHWHXIGShH9jUK,0.603,0.687,7,-5.578,1,0.0374,0.00193,0.477,0.0676,0.234,140.042,116049,4
"5,6,4,1",klaas,heartbeat,intro and verse,5TbbfKlEIxuHZWKSeoMxA3,0.631,0.88,8,-4.158,1,0.046,0.000113,0.333,0.112,0.291,128.006,364219,4
"5,6,4,1",panama,always,chorus,4jozjPDv6YVVDmDqDQqyTf,0.606,0.758,5,-5.721,0,0.027,0.000289,0.11,0.143,0.435,116.043,219052,4
"5,6,4,1",nigahiga,nice guys,chorus,,,,,,,,,,,,,,
"5,6,4,1",mayhem,eggs -furries in a blender rmx-,intro,,,,,,,,,,,,,,
"5,6,4,1",mayhem,eggs -furries in a blender rmx-,pre-chorus,,,,,,,,,,,,,,
"5,6,4,1",katy perry,unconditionally,verse,4fwbGKNExPtPHbor1TBSY4,0.397,0.725,7,-4.862,1,0.043,0.00266,0.0,0.208,0.358,128.861,228879,4
"5,6,4,1",neighborhood annoyance ,ice cream truck,solo,,,,,,,,,,,,,,
"5,6,4,1",u2,stuck in a moment you can't get out of,verse,3xjTuTBaihydhSC7ByNoSb,0.531,0.653,4,-4.866,1,0.024,0.351,9.7e-05,0.117,0.331,158.498,272293,4
"5,6,4,1",josh groban,you raise me up,chorus,4TbNLKRLKlxZDlS0pu7Lsy,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,292333,4
"5,6,4,1",the offspring,you're gonna go far kid,verse,,,,,,,,,,,,,,
"5,6,4,1",the offspring,you're gonna go far kid,pre-chorus and chorus,,,,,,,,,,,,,,
"5,6,4,1",bruce dickinson,tears of the dragon,chorus,1fvlJQrm3yoN2TpKH5FgiR,0.496,0.62,4,-7.458,0,0.0265,0.00386,1.47e-06,0.114,0.279,140.06,384013,4
"5,6,4,1",manowar,master of the wind,chorus,2rDIYysZGyx68TWlBdvjqk,0.336,0.121,4,-19.282,0,0.0341,0.391,0.0,0.0672,0.0395,119.376,326933,4
"5,6,4,1",iron maiden,blood brothers,chorus,5FiBy6tPEpGqTaVLQcKDC6,0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,0.444,182.679,434293,3
"5,6,4,1",iron maiden,no more lies,verse and pre-chorus,0Xhnby7DAJ026HpMYdEbSD,0.176,0.845,5,-5.732,1,0.092,0.00546,0.00311,0.123,0.214,190.867,441787,4
"5,6,4,1",braken,to the stars,intro and verse,5rAZJ4K9K0U4BVE6mJBZbW,0.479,0.911,5,-6.465,0,0.0889,0.0122,0.737,0.126,0.144,175.058,202286,4
"5,6,4,1",orchestral manoeuvres in the dark,electricity,intro,60TmG8cFPMBo7kTTFOLiAB,0.47,0.909,9,-5.215,0,0.0339,0.00732,0.304,0.314,0.534,161.647,219067,4
"5,6,4,1",bob dylan,don't think twice it's alright,chorus,,,,,,,,,,,,,,
"5,6,4,1",luke bryan,crash my party,verse,6GBUsjHfZuweYf5lQEz6mP,0.526,0.823,7,-4.03,1,0.0431,0.0309,0.0,0.246,0.435,144.09,234760,4
"5,6,4,1",pegboard nerds,self destruct,chorus,3Uhfd2kI3JAF39bmNPav6r,0.544,0.982,4,-3.812,0,0.088,0.00427,0.744,0.312,0.331,140.044,212571,4
"5,6,4,1",the wanted,we own the night,chorus,34A8fwLutuMtIC0XLKdkqq,0.553,0.937,11,-4.056,1,0.12,0.00559,0.0,0.363,0.548,103.97,205400,4
"5,6,4,1",avicii,hey brother,intro and verse,4RXpgGM7A4Hg7cFBoH5KyF,0.537,0.777,7,-4.829,0,0.0473,0.0279,6.12e-05,0.0838,0.427,124.943,255093,4
"5,6,4,1",south park,princess kenny,intro and verse,,,,,,,,,,,,,,
"5,6,4,1",the sing team,satisfied in you,chorus,40jK6rrM6gR5Bju6EuyP2P,0.445,0.0504,1,-14.966,1,0.0389,0.936,0.0,0.109,0.0785,108.636,350227,4
"5,6,4,1",eagle eye cherry,save tonight,intro,1t2Hq2WIBcZINOEnK6mdJG,0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,239227,4
"5,6,4,1",alex lloyd,amazing,chorus,577yoyrYHtIMLa3iVEq0Ws,0.55,0.459,9,-6.95,1,0.0293,0.816,0.000106,0.0878,0.31,84.865,251413,4
"5,6,4,1",natalie imbruglia,torn,chorus,0KDaN0HL3TcJVTbXlQCEsS,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.608,96.308,244667,4
"5,6,4,1",natalie imbruglia,torn,outro,0KDaN0HL3TcJVTbXlQCEsS,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.608,96.308,244667,4
"5,6,4,1",switchfoot,your love is a song,intro,1ztW0Lu8SFYrIWmaCy9e5G,0.519,0.524,6,-4.082,0,0.0282,0.0305,0.00012,0.207,0.357,80.013,259987,4
"5,6,4,1",jimi hendrix,bold as love,intro and verse,0uco0wQkB909zpPlHvu5Cc,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,4
"5,6,4,1",jimi hendrix,bold as love,chorus,0uco0wQkB909zpPlHvu5Cc,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,4
"5,6,4,1",a great big world,say something,intro,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
"5,6,4,1",israel kamakawiwoole,somewhere over the rainbow,intro,1KPagvWa48SQCOUIgjb0dv,0.582,0.103,0,-15.171,1,0.0328,0.963,0.00407,0.0996,0.571,90.051,179333,4
"5,6,4,1",israel kamakawiwoole,somewhere over the rainbow,bridge,1KPagvWa48SQCOUIgjb0dv,0.582,0.103,0,-15.171,1,0.0328,0.963,0.00407,0.0996,0.571,90.051,179333,4
"5,6,4,1",mistfolk,storm spirits,pre-chorus and chorus,,,,,,,,,,,,,,
"5,6,4,1",enya,may it be,verse,7LAJWSKK8JMIZAcblgUMS6,0.215,0.169,9,-17.88,1,0.0402,0.974,0.0585,0.0907,0.0547,132.925,257760,3
"5,6,4,1",imagine dragons,demons,intro and verse,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
"5,6,4,1",imagine dragons,demons,pre-chorus and chorus,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
"5,6,4,1",tamas wells,from prying plans into the fire,verse and pre-chorus,1ePFv2hd818POn9AHNn15y,0.481,0.302,9,-12.002,1,0.0333,0.849,0.0146,0.12,0.4,126.135,199267,4
"5,6,4,1",klingande,punga,verse,1zKL8G85Yx3T9Q84TuOCSL,0.681,0.392,3,-6.538,1,0.0342,0.174,0.724,0.0746,0.302,127.956,308836,4
"5,6,4,1",sophie b hawkins,as i lay me down,intro and verse,6S8ZXzeXsfCj8qi9179McI,0.519,0.737,10,-8.7,1,0.0437,0.645,1.77e-06,0.271,0.668,82.999,248893,4
"5,6,4,1",iron maiden,the wicker man,verse and pre-chorus,7e33IaVp4FKTTwOEKqsqEI,0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253,4
"5,6,4,1",scorpions,still loving you,chorus,0RdUX4WE0fO30VnlUbDVL6,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,4
"5,6,4,1",idina menzel,let it go,chorus,0qcr5FMsEO85NAQjrlDRKo,0.541,0.485,8,-6.85,1,0.031,0.558,0.0,0.12,0.369,136.956,223840,4
"5,6,4,1",unite,ai -'ation-,chorus,4bUVlg8BX2AxRD0b9s0dUT,0.512,0.964,11,-2.909,0,0.117,0.000398,0.000448,0.0543,0.277,107.548,245400,4
"5,6,4,1",adel tawil,lieder,verse,1KXDbhj8PUnHnBbPHDZdBV,0.521,0.671,5,-6.178,0,0.0526,0.318,0.0,0.0962,0.445,183.847,229080,4
